2023
21, 108, 500
14.5, 108, 678
22, 108, 800
10, 108, 992
147, 110, 110
9, 110, 736
16.5, 110, 852
17, 111, 1180
121.5, 112, 112
20, 112, 1948
138.5, 114, 114
13, 114, 742
20, 114, 798
21, 115, 638
13.5, 115, 1550
139, 116, 116
21, 116, 824
126.5, 118, 118
19.5, 118, 388
2, 118, 1140
14.5, 119, 522
2, 119, 1398
162.5, 120, 120
15, 120, 286
18, 120, 1606
3, 121, 408
10.5, 121, 1778
13.5, 121, 1814
111, 122, 122
140, 124, 124
14, 124, 540
158, 126, 126
19.5, 126, 1076
14, 126, 1298
24, 126, 1854
16.5, 127, 736
17, 127, 1268
7, 128, 28
149.5, 128, 128
16.5, 128, 338
15.5, 128, 698
18, 129, 844
20.5, 129, 1586
138.5, 130, 130
21.5, 130, 492
17.5, 131, 1592
152, 132, 132
24, 132, 754
14, 132, 1922
13.5, 133, 298
8, 133, 382
5.5, 133, 1082
140.5, 134, 134
7.5, 134, 244
6.5, 135, 22
113, 136, 136
12.5, 136, 520
17.5, 137, 356
17, 137, 1408
126, 138, 138
20, 138, 1756
5.5, 138, 1806
15, 139, 148
6, 139, 490
20, 139, 1676
156, 140, 140
9.5, 141, 646
10.5, 141, 1114
21.5, 141, 1212
141.5, 142, 142
3, 142, 258
142.5, 144, 144
1, 144, 758
12, 144, 808
6.5, 145, 1556
6.5, 145, 1572
151, 146, 146
4, 146, 532
17.5, 147, 524
4, 147, 1534
13.5, 147, 1992
126, 148, 148
16.5, 149, 746
19.5, 149, 1720
118, 150, 150
1.5, 150, 302
16, 150, 364
22.5, 152, 56
143, 152, 152
7, 152, 442
13, 152, 1408
7, 153, 968
161.5, 154, 154
25, 154, 446
5, 154, 1356
169.5, 156, 156
25.5, 156, 860
3.5, 156, 1442
145.5, 158, 158
4, 159, 1646
23, 160, 16
159, 160, 160
11, 160, 1938
105, 162, 162
175, 164, 164
25.5, 164, 692
1, 164, 740
23, 164, 1664
1.5, 165, 1266
121.5, 166, 166
12.5, 168, 72
131.5, 168, 168
8, 169, 1120
6.5, 169, 1604
133.5, 170, 170
13, 171, 1076
124, 172, 172
4.5, 172, 794
19, 172, 842
10, 173, 1324
10, 173, 1910
156.5, 174, 174
10.5, 174, 564
25, 174, 750
102.5, 176, 176
16, 177, 1920
123.5, 178, 178
3.5, 178, 894
11, 178, 1372
6.5, 178, 1516
9.5, 179, 324
123, 180, 180
22.5, 180, 190
17.5, 181, 1406
125, 182, 182
17.5, 182, 1320
7, 182, 1650
13.5, 183, 652
11, 183, 892
115.5, 184, 184
15, 184, 964
1, 185, 1004
9.5, 185, 1352
2, 185, 1618
138.5, 186, 186
22, 186, 198
23.5, 187, 1030
24.5, 187, 1280
142, 188, 188
22, 188, 1902
4, 189, 162
12.5, 189, 1996
142.5, 190, 190
10.5, 191, 64
153.5, 192, 192
17, 192, 1434
24.5, 193, 554
142, 194, 194
17.5, 194, 492
13, 194, 1630
5.5, 195, 1972
112.5, 196, 196
133, 198, 198
2.5, 198, 660
11.5, 198, 720
18.5, 198, 1700
19, 199, 544
130, 200, 200
4, 200, 1268
15, 201, 1062
166, 202, 202
6.5, 202, 240
17, 202, 318
20.5, 202, 394
3.5, 203, 1132
107, 204, 204
6.5, 204, 1320
13.5, 205, 714
167.5, 206, 206
16.5, 206, 1966
24, 207, 994
136.5, 208, 208
21.5, 208, 330
14.5, 208, 2006
11.5, 209, 1736
133.5, 210, 210
6.5, 211, 156
23, 211, 170
13, 211, 1354
116, 212, 212
7.5, 213, 846
9.5, 214, 122
110, 214, 214
4.5, 215, 1058
6, 215, 1578
122.5, 216, 216
22, 216, 1958
15, 217, 512
120, 218, 218
17.5, 219, 972
23, 219, 1200
4, 219, 1344
140, 220, 220
23.5, 220, 1598
2, 221, 1754
157.5, 222, 222
21, 222, 524
10.5, 222, 700
11, 222, 1588
19.5, 223, 1214
115.5, 224, 224
15, 224, 482
8, 225, 1176
15, 226, 214
125, 226, 226
4, 226, 1056
5.5, 226, 1276
5.5, 227, 226
19, 227, 1386
125.5, 228, 228
3, 228, 1042
10, 229, 248
1.5, 230, 22
6.5, 230, 88
12, 230, 228
124.5, 230, 230
21, 231, 572
23, 231, 598
13, 231, 1738
23.5, 231, 1982
114.5, 232, 232
14, 232, 1880
19, 233, 1540
17, 233, 1830
103.5, 234, 234
24.5, 235, 40
2, 235, 1156
19.5, 235, 1826
120.5, 236, 236
10.5, 237, 652
20.5, 237, 1106
5.5, 237, 1566
128, 238, 238
5.5, 238, 1458
23, 239, 452
10, 239, 1142
120.5, 240, 240
8, 241, 274
147, 242, 242
21, 242, 972
24.5, 242, 1738
2, 243, 1952
126.5, 244, 244
7, 244, 306
19, 244, 2012
25.5, 245, 284
143, 246, 246
170, 248, 248
7, 248, 1288
17.5, 248, 1748
4, 249, 1044
11.5, 249, 1760
3, 250, 6
19.5, 250, 146
131, 250, 250
8, 251, 1032
130.5, 252, 252
4, 252, 1856
14.5, 253, 1456
22.5, 253, 1594
20, 254, 108
162, 254, 254
24.5, 254, 1006
5, 255, 520
1, 255, 724
144, 256, 256
12, 256, 536
10.5, 256, 1938
107.5, 258, 258
7, 258, 496
3.5, 259, 910
111, 260, 260
10.5, 260, 1658
22, 261, 762
105.5, 262, 262
9.5, 263, 788
9, 263, 1880
111, 264, 264
21, 265, 662
111, 266, 266
6.5, 266, 754
18.5, 267, 370
111, 268, 268
5, 269, 408
147.5, 270, 270
19.5, 270, 910
123.5, 272, 272
8, 272, 1502
153.5, 274, 274
6.5, 274, 848
19.5, 274, 1656
8.5, 275, 730
21, 275, 1002
125.5, 276, 276
25, 276, 1010
24, 277, 1120
166.5, 278, 278
19.5, 278, 982
5.5, 278, 1692
11.5, 279, 1296
8.5, 279, 1914
120, 280, 280
12.5, 281, 458
21.5, 281, 1614
148.5, 282, 282
16, 282, 1216
11.5, 283, 82
108.5, 284, 284
7.5, 285, 966
142.5, 286, 286
20, 286, 1352
21, 286, 1436
16, 287, 1334
17.5, 288, 238
145.5, 288, 288
13.5, 288, 868
6.5, 289, 1404
135.5, 290, 290
17, 290, 1836
18, 290, 1982
1, 291, 178
121.5, 292, 292
21, 292, 1292
9, 293, 518
114.5, 294, 294
21.5, 295, 44
24.5, 295, 282
13.5, 295, 1228
103.5, 296, 296
5.5, 297, 112
20, 298, 14
120.5, 298, 298
12, 299, 1504
2, 300, 106
155.5, 300, 300
5, 301, 466
17.5, 301, 1352
161, 302, 302
8.5, 302, 964
5, 302, 1372
15, 303, 624
17, 303, 1704
129, 304, 304
11.5, 304, 452
17, 304, 1946
18.5, 305, 1606
22, 306, 204
176, 306, 306
8, 306, 310
25, 306, 368
10.5, 307, 1810
3, 307, 1944
125, 308, 308
3, 308, 332
24.5, 309, 1038
157.5, 310, 310
24, 310, 1028
19.5, 310, 1896
125, 312, 312
5, 312, 560
3, 313, 332
21.5, 314, 280
163.5, 314, 314
24, 314, 904
22.5, 315, 480
107.5, 316, 316
21, 317, 794
121, 318, 318
20.5, 318, 736
7.5, 319, 916
130.5, 320, 320
19.5, 321, 188
5, 321, 994
143.5, 322, 322
13.5, 322, 826
11, 322, 1244
2, 323, 914
22, 323, 1294
10.5, 323, 1340
143.5, 324, 324
10.5, 324, 1734
5.5, 325, 1086
10, 325, 1508
25.5, 325, 1596
109, 326, 326
4.5, 327, 76
116, 328, 328
10, 329, 280
13.5, 329, 1388
128, 330, 330
17, 330, 1962
4, 331, 1626
20, 331, 1758
101.5, 332, 332
25, 333, 1736
155.5, 334, 334
11, 334, 542
21.5, 334, 1770
13.5, 335, 160
4, 335, 734
20, 335, 1694
113.5, 336, 336
4, 336, 1104
4.5, 336, 1758
118.5, 338, 338
4.5, 338, 1086
8, 338, 1508
9, 339, 1158
116.5, 340, 340
16, 340, 1530
3, 341, 590
122, 342, 342
141.5, 344, 344
11.5, 344, 1654
4.5, 344, 1682
12.5, 344, 1764
5.5, 345, 886
14, 345, 1210
6, 345, 1342
155, 346, 346
24.5, 347, 1744
19, 347, 1864
112.5, 348, 348
12, 348, 1088
5, 349, 134
25.5, 349, 1024
14.5, 349, 1524
105.5, 350, 350
5, 350, 518
12.5, 351, 802
18.5, 351, 1792
12, 352, 232
138, 352, 352
14.5, 352, 1660
4.5, 353, 316
3.5, 353, 792
10, 354, 278
127, 354, 354
13.5, 354, 1128
7, 355, 1992
10, 355, 1996
7, 356, 206
174.5, 356, 356
10, 357, 678
108, 358, 358
23.5, 359, 1902
17, 359, 1946
119, 360, 360
7, 360, 1576
13, 361, 1540
145, 362, 362
21.5, 363, 936
145.5, 364, 364
20.5, 364, 1186
16.5, 364, 1820
8, 364, 1990
6, 365, 660
104, 366, 366
125.5, 368, 368
15, 369, 2012
120.5, 370, 370
3.5, 371, 76
25.5, 372, 280
155.5, 372, 372
11, 372, 872
12, 373, 280
7.5, 373, 332
114, 374, 374
13.5, 374, 1422
124.5, 376, 376
20, 376, 1002
2.5, 377, 1248
134, 378, 378
4, 378, 618
16, 378, 878
13.5, 378, 896
21, 379, 580
165.5, 380, 380
15.5, 380, 520
1.5, 380, 908
24, 380, 1448
10, 381, 866
2, 381, 910
128, 382, 382
3, 382, 692
20.5, 383, 830
134.5, 384, 384
13, 384, 418
1.5, 384, 1138
154.5, 386, 386
10, 386, 1586
9, 387, 1688
109.5, 388, 388
9, 388, 1598
145, 390, 390
16, 390, 1614
21.5, 391, 84
25, 391, 192
159, 392, 392
16, 392, 1210
14.5, 392, 1620
10.5, 392, 2012
9, 393, 994
4, 393, 1280
17.5, 393, 1996
107.5, 394, 394
7, 394, 1832
142.5, 396, 396
11, 396, 528
19, 396, 1288
8.5, 396, 1366
3.5, 396, 1942
6, 397, 298
24.5, 397, 1754
132.5, 398, 398
15, 398, 1306
8.5, 399, 1138
123, 400, 400
17.5, 401, 736
21, 401, 972
119.5, 402, 402
121, 404, 404
9.5, 405, 304
14.5, 405, 584
21.5, 405, 934
112, 406, 406
4, 406, 1234
7.5, 406, 1298
21, 407, 1604
6.5, 408, 216
121.5, 408, 408
14.5, 408, 630
5, 409, 180
25.5, 409, 486
147.5, 410, 410
1, 410, 1262
25.5, 410, 1716
7, 410, 1854
13.5, 410, 2012
1.5, 411, 1716
146, 412, 412
25.5, 412, 1134
2, 412, 1144
24, 413, 1672
131, 414, 414
9.5, 414, 1202
13.5, 415, 208
24, 415, 438
17.5, 415, 1742
15, 416, 94
125, 416, 416
1.5, 417, 610
160.5, 418, 418
13.5, 418, 1658
2.5, 418, 1860
16, 419, 10
9, 420, 402
164, 420, 420
23.5, 420, 1012
9, 420, 1730
19.5, 421, 1726
117, 422, 422
12, 422, 1230
25, 423, 128
6.5, 423, 936
4, 423, 1492
112, 424, 424
16, 425, 1170
4.5, 425, 1592
5, 426, 312
117.5, 426, 426
4.5, 426, 1122
7.5, 426, 1310
5.5, 427, 304
4, 427, 1356
154, 428, 428
13.5, 430, 102
114, 430, 430
17.5, 431, 900
25, 431, 1512
116.5, 432, 432
7, 432, 1064
16, 433, 448
17.5, 433, 526
156.5, 434, 434
24, 434, 1668
122.5, 436, 436
22, 436, 1528
110, 438, 438
4, 439, 26
15, 439, 650
123.5, 440, 440
23, 440, 1264
9.5, 441, 106
121, 442, 442
5.5, 443, 1642
121, 444, 444
16, 444, 928
6, 445, 726
1, 445, 1408
4, 445, 1416
20.5, 446, 422
154, 446, 446
7, 446, 658
16, 446, 1116
24, 447, 1358
126, 448, 448
6.5, 449, 972
106.5, 450, 450
6, 450, 808
5, 451, 228
23, 451, 488
15.5, 451, 1618
121, 452, 452
8, 452, 1020
20, 454, 378
151, 454, 454
20.5, 454, 1560
25.5, 455, 1742
11, 455, 1998
138, 456, 456
2, 456, 562
10.5, 457, 814
22.5, 457, 930
140, 458, 458
22.5, 458, 834
13.5, 459, 216
10, 459, 670
20, 459, 1318
3, 459, 1674
116, 460, 460
18, 461, 1420
12.5, 461, 1740
7.5, 461, 1944
124, 462, 462
7, 462, 1232
11, 462, 1478
4.5, 463, 606
23.5, 464, 192
143.5, 464, 464
15, 464, 696
4.5, 464, 1812
12.5, 465, 1680
13, 465, 1688
127.5, 466, 466
24.5, 466, 1952
13.5, 467, 404
155.5, 468, 468
3.5, 468, 1842
17, 469, 1158
13.5, 469, 1894
134, 470, 470
24, 470, 2000
154, 472, 472
21, 472, 1056
16.5, 472, 1260
4.5, 473, 806
120.5, 474, 474
20, 474, 518
4, 475, 634
17, 475, 2022
161.5, 476, 476
24, 476, 1182
15, 476, 1654
17.5, 477, 964
19.5, 477, 990
9.5, 477, 1024
1, 477, 1736
142, 478, 478
25, 478, 602
7.5, 479, 810
24.5, 479, 1598
2, 480, 428
142.5, 480, 480
8.5, 480, 740
110.5, 482, 482
160, 484, 484
22, 484, 1506
13.5, 484, 1956
22, 485, 1730
134, 486, 486
4, 486, 668
10.5, 486, 1720
14, 486, 1746
103.5, 488, 488
1, 488, 700
14, 489, 578
9.5, 489, 1030
8.5, 489, 1064
156.5, 490, 490
19, 490, 756
7, 491, 894
1.5, 492, 400
139, 492, 492
13.5, 492, 1198
114.5, 494, 494
16.5, 495, 824
23, 495, 1766
157.5, 496, 496
9, 496, 1094
22, 496, 1358
20, 497, 1164
5, 498, 240
137.5, 498, 498
8.5, 498, 1726
2.5, 499, 38
14.5, 499, 1834
131.5, 500, 500
4.5, 500, 1284
20.5, 500, 1932
14.5, 501, 1928
10, 502, 446
137.5, 502, 502
8, 503, 254
19.5, 503, 1264
22, 503, 1706
119, 504, 504
6, 505, 1746
133, 506, 506
9, 507, 1596
18, 508, 298
147, 508, 508
15, 509, 36
15.5, 509, 362
114.5, 510, 510
18, 511, 954
141.5, 512, 512
24.5, 512, 1614
16, 513, 92
112, 514, 514
11.5, 514, 856
15, 515, 1096
112, 516, 516
2, 516, 572
17.5, 517, 360
159, 518, 518
10.5, 518, 630
10, 518, 754
23.5, 519, 868
1.5, 519, 1054
15.5, 519, 1216
17.5, 520, 440
135.5, 520, 520
17.5, 520, 1482
135, 522, 522
3, 522, 1500
118, 524, 524
125, 526, 526
14.5, 526, 1390
2, 526, 1824
7, 527, 186
164.5, 528, 528
21.5, 529, 550
5.5, 529, 1866
8.5, 530, 358
135, 530, 530
10, 530, 910
15, 530, 1300
20, 531, 916
2, 531, 962
127.5, 532, 532
25.5, 532, 1760
7, 533, 802
130.5, 534, 534
2, 534, 910
22.5, 534, 1634
5.5, 534, 1882
22, 535, 460
2.5, 536, 76
123, 536, 536
138.5, 538, 538
4.5, 538, 1690
142, 540, 540
3.5, 540, 1320
24, 541, 206
5.5, 541, 260
20.5, 541, 272
10, 541, 1150
128.5, 542, 542
20.5, 544, 268
129, 544, 544
8, 544, 918
14.5, 545, 1110
9.5, 545, 1948
6, 546, 76
126, 546, 546
9.5, 547, 464
140, 548, 548
8.5, 548, 598
4, 549, 560
10.5, 549, 1162
2.5, 549, 1844
9, 550, 270
150.5, 550, 550
17, 550, 1980
1, 551, 848
112.5, 552, 552
17, 553, 948
2, 553, 1278
23.5, 554, 120
152.5, 554, 554
12, 554, 858
2.5, 554, 1308
107, 556, 556
8, 557, 1436
144, 558, 558
22.5, 558, 1418
3, 558, 1598
12, 558, 1830
12.5, 559, 1098
2, 559, 1306
3, 560, 482
135.5, 560, 560
19, 561, 530
148, 562, 562
8.5, 562, 632
17, 563, 304
165.5, 564, 564
13.5, 565, 2008
111, 566, 566
10.5, 566, 1842
24.5, 567, 456
129.5, 568, 568
14.5, 568, 1816
1, 569, 140
9, 569, 690
112, 570, 570
2, 570, 1174
4, 571, 796
17, 571, 1456
144.5, 572, 572
21, 573, 344
10, 574, 484
11, 574, 536
145, 574, 574
14, 575, 864
23.5, 575, 1662
141, 576, 576
25.5, 576, 684
19.5, 577, 336
132, 578, 578
15.5, 578, 812
17.5, 579, 1978
124, 580, 580
8, 580, 890
6, 580, 1652
3, 580, 1914
16.5, 581, 346
122, 582, 582
11, 583, 596
25.5, 583, 598
20, 584, 224
167.5, 584, 584
15.5, 584, 1750
116.5, 586, 586
9.5, 586, 700
105, 588, 588
5, 590, 238
16, 590, 534
156.5, 590, 590
17.5, 590, 1478
3, 591, 142
102, 592, 592
150.5, 594, 594
18, 594, 802
16.5, 594, 1262
5, 594, 1620
1, 595, 738
101.5, 596, 596
1, 596, 1726
15.5, 597, 1522
15.5, 597, 1612
7, 598, 438
124, 598, 598
25.5, 600, 302
150, 600, 600
1, 601, 212
139.5, 602, 602
14.5, 602, 832
12.5, 603, 1138
17.5, 603, 1994
110.5, 604, 604
6.5, 604, 996
3.5, 604, 1346
8, 605, 1886
2.5, 606, 124
133.5, 606, 606
12.5, 606, 944
16.5, 606, 982
148, 608, 608
21, 608, 1004
11, 608, 1996
18, 609, 656
11.5, 609, 1922
3.5, 610, 552
148.5, 610, 610
20, 610, 1736
19.5, 611, 240
7.5, 611, 1150
1, 612, 394
19, 612, 532
148, 612, 612
16, 612, 866
11.5, 613, 664
149, 614, 614
23, 614, 1434
12, 615, 686
7, 615, 992
23.5, 615, 1066
12.5, 615, 1318
172, 616, 616
5.5, 617, 964
1.5, 618, 422
154.5, 618, 618
125.5, 620, 620
9, 621, 532
22.5, 621, 1242
24, 621, 1912
147, 622, 622
4, 622, 1958
21, 622, 2018
3, 623, 1048
12, 623, 1156
133.5, 624, 624
14, 624, 680
16.5, 625, 570
17.5, 626, 586
120.5, 626, 626
11.5, 627, 678
154, 628, 628
17.5, 628, 870
7.5, 628, 1410
13.5, 629, 794
10, 629, 1616
132, 630, 630
114, 632, 632
13.5, 632, 666
109, 634, 634
22.5, 635, 700
25, 635, 854
126, 636, 636
11, 636, 700
13, 637, 198
18.5, 637, 1656
105, 638, 638
120, 640, 640
6.5, 641, 538
1.5, 641, 862
2, 641, 1030
141.5, 642, 642
20, 642, 674
14, 642, 840
11.5, 644, 308
138.5, 644, 644
13, 644, 1712
3, 645, 706
115, 646, 646
20, 647, 482
14.5, 647, 1600
3.5, 647, 1770
25, 648, 570
125.5, 648, 648
8.5, 649, 1650
135.5, 650, 650
11.5, 651, 170
9, 651, 396
24.5, 651, 1374
12, 652, 298
124.5, 652, 652
8.5, 652, 740
2.5, 653, 732
130, 654, 654
20.5, 655, 654
153, 656, 656
17.5, 656, 1086
12.5, 656, 1350
12, 657, 718
11.5, 657, 1242
115, 658, 658
14.5, 658, 1046
9.5, 659, 62
22, 659, 726
21, 659, 952
15.5, 659, 1874
23.5, 660, 144
124, 660, 660
17, 661, 290
5.5, 661, 986
119, 662, 662
23, 663, 180
19, 663, 332
137, 664, 664
7.5, 664, 734
7, 664, 1272
9, 665, 1620
120.5, 666, 666
11.5, 667, 150
24.5, 667, 2006
128.5, 668, 668
3.5, 668, 1656
24.5, 668, 2018
10.5, 669, 1276
116.5, 670, 670
6, 670, 1784
19.5, 671, 670
16.5, 671, 756
125, 672, 672
24.5, 672, 1928
10, 673, 1172
24.5, 674, 260
125, 674, 674
20.5, 675, 1894
22.5, 676, 622
126.5, 676, 676
8.5, 677, 424
1, 678, 418
143.5, 678, 678
21, 678, 1548
9.5, 679, 2014
145.5, 680, 680
22.5, 680, 1072
15, 681, 1210
124.5, 682, 682
24, 682, 1098
16, 683, 1672
12, 683, 1894
10, 684, 634
152.5, 684, 684
106.5, 686, 686
9, 687, 1236
22.5, 687, 1506
25.5, 688, 104
10, 688, 360
136, 688, 688
5, 689, 172
1.5, 690, 442
118, 690, 690
105.5, 692, 692
18.5, 693, 256
21.5, 693, 306
14, 693, 886
126, 694, 694
12, 695, 386
12.5, 695, 1614
103.5, 696, 696
135, 698, 698
5, 698, 1846
21, 699, 778
1, 699, 1446
148, 700, 700
5.5, 700, 1152
19.5, 702, 30
23, 702, 554
143, 702, 702
11.5, 704, 388
12, 704, 430
155, 704, 704
22.5, 704, 1254
24.5, 705, 402
143.5, 706, 706
16.5, 706, 732
25.5, 706, 1910
10.5, 708, 626
144, 708, 708
9, 708, 1772
121.5, 710, 710
21, 710, 872
4.5, 711, 42
138, 712, 712
21.5, 712, 1084
16, 712, 1138
10.5, 713, 424
10.5, 714, 526
128.5, 714, 714
4.5, 714, 968
6.5, 714, 1902
9, 715, 702
16.5, 715, 1260
155, 716, 716
15, 716, 1178
10, 717, 842
22.5, 717, 1954
20.5, 718, 22
148, 718, 718
16.5, 719, 1302
19.5, 719, 1370
105, 720, 720
22, 721, 164
7, 721, 476
9.5, 721, 554
141, 722, 722
13, 722, 1452
9.5, 723, 254
25, 723, 648
8, 723, 1408
11, 724, 4
153.5, 724, 724
24, 724, 842
21.5, 725, 1374
25, 726, 4
137.5, 726, 726
8.5, 726, 846
5, 727, 560
117.5, 728, 728
11.5, 728, 1268
5.5, 728, 1992
8, 729, 1530
138.5, 730, 730
6.5, 730, 954
25, 730, 1744
14.5, 731, 296
24, 731, 406
22.5, 731, 1798
1, 732, 106
120.5, 732, 732
12.5, 733, 304
24, 733, 1410
106.5, 734, 734
146.5, 736, 736
22.5, 736, 1082
21.5, 736, 1972
25.5, 737, 1448
101.5, 738, 738
20.5, 739, 260
130, 740, 740
21.5, 742, 358
176.5, 742, 742
21.5, 742, 1852
6, 743, 1768
20, 744, 26
132, 744, 744
4.5, 745, 320
120, 746, 746
14.5, 746, 1550
4, 747, 1138
25.5, 748, 268
158.5, 748, 748
20, 748, 1842
10, 748, 1948
4, 749, 396
23.5, 750, 550
138.5, 750, 750
8.5, 751, 724
114.5, 752, 752
14, 752, 1510
159.5, 754, 754
22, 754, 822
3, 754, 1250
8.5, 754, 1772
3.5, 755, 1240
128, 756, 756
17.5, 756, 1236
17.5, 757, 1276
109, 758, 758
17.5, 759, 1304
107, 760, 760
19, 761, 0
7, 762, 356
23.5, 762, 466
154, 762, 762
18, 762, 1354
169, 764, 764
2, 765, 1704
10, 765, 1962
22.5, 766, 250
137.5, 766, 766
12, 766, 1260
5, 767, 810
15, 767, 1098
3.5, 767, 1834
154.5, 768, 768
21.5, 768, 824
123.5, 770, 770
159, 772, 772
20.5, 772, 870
3.5, 773, 1138
118.5, 774, 774
145, 776, 776
22, 776, 1208
18, 777, 578
8.5, 777, 1110
2, 777, 1262
10, 777, 1754
16.5, 778, 62
16.5, 778, 204
147.5, 778, 778
5, 779, 476
13.5, 779, 1988
128.5, 780, 780
14, 780, 1024
14.5, 781, 1524
106, 782, 782
5.5, 782, 1328
9.5, 783, 2
3.5, 783, 212
12, 783, 768
13.5, 783, 1836
9, 784, 94
146, 784, 784
17.5, 784, 1044
11, 785, 1598
15, 786, 462
170.5, 786, 786
20.5, 786, 1108
23.5, 786, 1328
11, 786, 1760
15, 787, 600
16.5, 787, 970
22, 787, 1808
143, 788, 788
10, 788, 1798
116.5, 790, 790
6, 791, 1396
106, 792, 792
4, 794, 78
119.5, 794, 794
11, 794, 888
17, 795, 1812
142.5, 796, 796
23, 796, 1962
8, 797, 870
119, 798, 798
11.5, 798, 1766
145, 800, 800
19.5, 800, 1804
128.5, 802, 802
23.5, 802, 1736
11.5, 803, 84
14.5, 803, 614
11.5, 804, 586
136.5, 804, 804
119, 806, 806
8.5, 807, 622
17, 807, 744
5.5, 808, 12
6, 808, 718
139, 808, 808
12.5, 808, 1762
13.5, 809, 656
12.5, 809, 998
123, 810, 810
18, 810, 1220
1.5, 810, 1558
13.5, 811, 1986
8.5, 812, 392
111, 812, 812
9.5, 813, 284
106.5, 814, 814
6, 814, 1782
15, 815, 714
6, 816, 74
106.5, 816, 816
19.5, 817, 470
24, 818, 330
124.5, 818, 818
10.5, 819, 464
11.5, 820, 408
146, 820, 820
11, 821, 1362
134.5, 822, 822
25, 822, 1172
7, 822, 1186
2, 822, 1472
120, 824, 824
12.5, 824, 834
18, 825, 1648
20.5, 826, 58
16, 826, 346
15.5, 826, 772
164.5, 826, 826
7, 827, 480
123.5, 828, 828
19, 829, 154
9, 829, 372
8.5, 830, 360
130, 830, 830
4.5, 831, 788
7, 831, 1044
116, 832, 832
15.5, 832, 1828
8, 834, 176
144.5, 834, 834
10.5, 834, 990
15.5, 835, 1204
115.5, 836, 836
9, 836, 1770
21.5, 837, 772
7.5, 837, 1364
127.5, 838, 838
23.5, 839, 46
13, 839, 788
6, 839, 1624
144, 840, 840
3, 840, 1506
3.5, 840, 1894
20.5, 840, 1920
8.5, 841, 1092
16, 842, 568
128, 842, 842
8.5, 842, 1126
18, 843, 1524
147, 844, 844
19.5, 844, 1024
12.5, 845, 1944
161.5, 846, 846
